theme,text,rating
советские,"3наменитый певец Вертинский, уехавший еще при царе,
возвращается в Советскую Россию. Он выходит из вагона с двумя
чемоданами, ставит их, целует землю смотрит вокруг:
- Не узнаю тебя, Русь!
Потом оглядывается - чемоданов нет!
- Узнаю тебя, Русь!

",19
про судей,"В суде расследуется дело... Перед судьёй стоит хиленький интеллигентный мужчина в очках и радостно улыбается. Судья спрашивает:
- Как это вы смогли убить молотком вашу тёщу?
А он, поправив очки и ещё шире улыбнувшись, ответил:
- Каждый сам кузнец своего счастья...
",3
про судей,"136.толстиков назначен послом в китай. он сходит с трапа самолета
в пекине:
- ну, жиды, что прищурились?
137.двое русских предстали перед судом по обвинению в избиении
двух евреев.
- гражданин судья! распили мы пол-литра, включили радио. они
под газой. распили мы еще пол-литра - они уже на суэцком
канале. пошли в магазин, взяли еще пол-литра, распили тут-же...
глядим, они уже здесь, возле метро стоят! ну, мы их того...
138.два поляка в одной камере.
- из-за евреев сидим!
- так их ведь почти не осталось в польше!
- в том-то и дело! если бы они были, то они сидели бы, а
не мы!
139. - уж эти евреи! для себя выдумали сионизм, а для других -
марксизм!
140. - кто голда меир ленину - вдова или сестра?
- с чего ты это взял?
- наше радио полдня говорит про него, полдня про нее.
",0
про судей,"Идет суд. Судья: - Пострадавший, узнаете ли вы в подсудимом человека, который на ваших глазах угнал вашу машину? - Ваша честь, после речи его адвоката я вообще не уверен, что у меня была машина!
",1
про судей,"Судят цыгана за то что украл лошадь. Судья говрит:
-подсудимый, что скажете в свое оправдание?
Цыган рассказывает:
- Иду я значит по дороге, смотрю - на дороге лошадь лежит, ну я ее с лева обойти - не получется, справа - не получается, места нет, ну думаю переступлю через нее и дальше пойду, только ногу поднял чтобы переступить, а она кааак понесется, хорошо товарищ участковый остановил.....
",4
про судей,"Судья:
- Свидетель, вы должны говорить правду, одну только правду и
ничего кроме правды.
- Да, господин судья.
- Что в таком случае вы можете сказать по обсуждаемому делу?
- А что можно сказать при таких ограничениях?

",2
советские,"Украинца вызвали в КГБ.
- Объясните, почему вам регулярно присылают посылки из
Израиля?
- Во время войны я прятал еврея.
- И вам, советскому человеку, украинцу, не зазорно получать
посылки от этих жидов? А о своем будущем вы подумали?
- Да, я прячу китайца.

",4
про судей,"Идёт суд над красавицей. Встаёт адвокат:
- Господин судья! Вы только посмотрите на неё! Какие глубокие глаза, прекрасная шея, изумительные волосы! А какая восхитительная грудь! Какая попа! Какие ноги... Я кончил господин судья.
Судья:
- Я тоже, но это к делу не относится.
",2
про судей,"Домашний анализ чемпионата мира:Сборная Бразилии: ""Нам забьют сколько смогут, а мы - сколько захотим""Сборная России: ""Нам забьют сколько захотят, а мы - сколько сможем""Сборная Кореи: ""А нам - сколько судья засчитает""Сборная Парагвая: ""А у нас сколько забьет вратарь""Сборная Японии: ""Если не забьем - то делаем харакири""Сборная Германии: ""А наш вратарь все равно лучший футболист года,сколько бы вы нам не забили"".
",0
про судей,"Судья:- Значит, Вы утверждаете, что в тот вечер сели за руль трезвым?- Естественно.- Ну, а вообще Вы как, пьете?- Не совсем понял, Ваша честь, это вопрос или предложение?
",1
про судей,"Судят сварщика, убившего блондинку.
Судья: Расскажите, как все было.
Сварщик: Ну, так что! Я с утра, на морозе, 6 часов вкалывал. Пот градом,
мастер орет давай-давай, а сам половину электродов спи%&ил. В помощники таджика дали, он вообще п#здец, ни х#я не понимает, все не так делает! И вот под вечер, подъезжает иномарка, из нее вываливается эта бл#дь расфуфыренная, кроме х#я ничего отродясь в руках не держала, и говорит, мне, сварщику пятого разряда: ""А шовчик-то поровней надо делать!""
",3
про судей,"Судья подсудимому:
- Ну-ну, перестаньте волноваться и расскажите, как это
произошло.
- Я ужасно расстроен. А было так. Я сидел и чистил ножичком
апельсин. Тут подошел этот тип, поскользнулся на
апельсиновой корке и упал прямо на нож.
Судья:
- И так три раза подряд?

",-2
советские,"Военный коммунизм. Обмен телеграммами между Сарой и ее
мужем, находящимся в Красной Армии.
""Должна сажать картошку. Некому перекопать огород.
""Не перекапывай. В огороде зарыт пулемет"".
""Приходили чекисты. Перекопали весь огород"".
""Сажай картошку"".

",6
про судей,"Судья спрашивает у пострадавшего:
- Узнаете вы в обвиняемом человека, который угнал ваш автомобиль?
Пострадавший отвечает:
- После речи защитника, я уже не уверен, был ли у меня вообще когда-нибудь автомобиль?
",3
про судей,"Судья так пристально посмотрел в глаза Бергкампу, что чуть не прожёг дырку в его спине.
",0
про судей,"Судья строго посмотрел на блондинку, дававшую показания по делу о банкротстве фирмы, где она служила секретаршей, и спросил: - Вы знаете, что получите за дачу ложных показаний? - Да. Шеф что-то говорил о норковой шубе.
",1
про судей,"Идет судебный процесс по делу изнасилования.
Судья:
- Обвиняемый, почему вы изнасиловали потерпевшую?
Обвиняемый:
- Ваша честь, она чушь порола, я и изнасиловал.
Судья:
- А второй раз почему изнасиловали?
Обвиняемый:
- А второй раз тоже чушь порола.
Судья:
- А в третий раз?
Обвиняемый:
- Ваша честь, по-моему, вы тоже чушь порете.

",-1
про судей,"Судья спрашивает четырех индейцев, убежавших из тюрьмы:
- Скажите, почему вы убежали?
- Сидим мы в тюрьме день, второй, третий. На четвертый день
индеец ""Острый глаз"" заметил, что одной стены нет.

",4
советские,"Разговор двух работяг:
- Скоро будет повышение цен на мясо!
- Хреново.
- Скоро будет повышение цен на хлеб!
- Совсем хреново.
- Скоро будет повышение цен на водку!
- Ну, этого не может быть - академик Сахаров не допустит!

",1
про судей,"Судья спрашивает свидетельницу:
- И сколько вам лет?
В ответ молчание. Затянувшаяся пауза явно сердит судью:
- Если вы сейчас же не ответите, я попрошу ваш возраст определить зрителей в зале!
",2
про судей,"Футбольный матч закончился с разгромным счётом. Капитан проигравшей команды подошёл к судье и сердечно пожал ему руку:- Это был блестящий матч!- Вы так считаете? - удивился судья.- Ещё бы! Вы зря его не видели...
",0
про судей,"Судья рассматривает административные дела о нарушении законодательства о митингах:- На площади был? Был. Пятнадцать суток!- На площади был? Был. Пятнадцать суток!- На площади был? Не был? Провести по площади, и пятнадцать суток!
",2
про судей,"Мужик купил самогонный аппарат, только привез домой, еще не успед установить как милиция приходит и арестует его...
Идет суд. В суде мужику предявлено обвинение в незаконном самогоноварении. Мужик это отрицает, он утверждает что еще не успел восползоваться самогонным аппаратом. Несмотря на это суд приговаривает мужика к тюремному заключению за самогоноварение. В конце судебного заседания судья предоставляет слово обвиняемому. Он говорить, что его необходимо еще наказать за изнасилование. Тут судья вскакивает с места и говорить: Вы что еще и насиловали женщин? Мужик отвечает - Насиловать то не насиловал, но аппарат есть!

",-1
про судей,"Судья:
- Свидетель, вы женаты?
Обвиняемый:
- Нет, ваша честь, просто я так выгляжу...

",2
советские,"В колхозном клубе - лекция о полетах в космос. Закончив, лектор
предлагает задавать вопросы. Поднимается колхозный сторож:
- А вы, товарищ лектор, ""подушечку"" ели? Вокруг она конфета, а
унутри у ей - варенье. А хочу я спросить: как енто варенье у тую
""подушечку"" начиняють?..

",1
про судей,"Судья:
- Итак, подсудимый, расскажите нам, почему вы выстрелили в своего товарищап по охоте?
Подсудимый:
- Я принял его за косулю.
- А когда вы поняли свою ошибку?
- Когда косуля выстрелила в ответ!
",1
про судей,"- Расскажите, за что вас удалили с поля? - Ну... судья сказал, что бить нужно только по свистку... Вот я и ударил.
",1
про судей,"Судились армянин с евреем... судья сел на 5 лет.
",-1
про судей,"Слушается дело о распространении наркотиков. Судья вызывает свидетеля, соседа обвиняемого:
- Скажите, давал ли вам обвиняемый наркотики?
- Нет, ваша честь.
Вмешивается прокурор:
- А жена обвиняемого давала?
После паузы:
- Простите, речь всё ещё идёт о наркотиках?

",-1
про судей,"- Вы обвиняетесь в том, - говорит  судья, - что  ударили
свою жену тарелкой по голове. Неужели вам ее не жалко?
- Как не жалко! Тарелка была совсем новая.

",1
советские,"- Что было бы, если бы Хрущев умер раньше Кеннеди?
- Тогда бы Онассис женился на Нине Петровне.

",2
про судей,"- Господин судья, я не вру, Бог свидетель!
- И как ты предлагаешь ему повестку вручить? Может, сам передашь?
",3
про судей,"Трехкратный чемпион Грузии по плаванию на длинные дистанции ЗазаБабивадзе был дисквалифицирован на Чемпионате мира. Он не смог доказать судьям, что разделся и вышел на старт только в плавках.
",-1
про судей,"Судья: - Подсудимый, кто вы по профессии?Подсудимый: - Акробат.Судья: - Сержант, закройте окно.
",0
про судей,"Судья подсудимого спрашивает:
- Признаете ли вы, что в пьяном виде пытались пройти в театр?
- Признаю! В трезвом виде мне и в голову не пришло.
",-1
про судей,"- Свидетель! - говорит судья. Я прошу вас на минуту забыть,
что вы работаете в Госкомстате, и говорить суду только
правду.

",0
советские,"По талонам выдали рыбные консервы. Проголодавшийся работяга
съел целую банку и почувствовал себя очень плохо.
Пошел на прием к врачу.
- Доктор, я съел банку консервов и мне очень плохо. Я отравился.
Доктор обследовал его и сказал:
- Вы, голубчик, не отравились, а обожрались. Эту банку вам
выдали на месяц.

",4
про судей,"Судебный процесс по делу о хищении казенных двух миллионов франков.
Начинается заседание - подсудимый сидит один, без адвоката.
Судья:
- Подсудимый, вы почему без адвоката? Вы что, сами себя защищать будете?
- Ваша честь, как только мой адвокат убедился, что это не я присвоил эти два миллиона...
",0
про судей,"Новости спортивной жизни. Очень затянулся отборочный матч между Колумбией и Ямайкой. 90 минут оказалось недостаточно, и судья добавил столько времени, чтоб хватило футболистам Ямайкивыкурить всё траву на стадионе, а колумбийцам втянуть носом все белые полосы на поле.
",1
про судей,"- Вы говорите, что не умеете драться. Как же тогда вы смогли убить троих напавших на вас грабителей?  - Гражданин судья, мой папа-спецназовец учил меня в детстве не драться, он учил меня - убивать...
",1
про судей,"Слушается дело об убийстве. Доказательств по делу предостаточно, но вот тело жертвы так и не найдено. Адвокат обвиняемого обращается к суду:
- Ваша честь, у меня для вас сюрприз - менее чем через минуту человек, в убийстве которого обвиняют моего подзащитного, войдет в зал суду. Судья и присяжные обращаются взгляд на дверь. Проходит минута, две, пять - никто не входит. Адвокат:
- Да, действительно, мое заявление было неправдой, но ведь вы все посмотрели на дверь, значит, вы допускали, что жертва моего подзащитного еще жива. А так как все сомнения трактуются в пользу обвиняемого, я требую признания его невиновным.
После этого суд удаляется на совещание, по окончании которого судья выносит вердикт: ""Виновен"".
Адвокат:
- На ведь сомнения трактуются в пользу обвиняемого, а я видел, что все посмотрели на дверь!
Судья:
- Вот именно - все КРОМЕ ОБВИНЯЕМОГО!

",-1
про судей,"Судья:
- Ваша жена утверждает, что вы ее держите в постоянном
страхе.
Обвиняемый:
- Но, ваша честь...
Судья (шепотом):
- Скажите, неофициально, как мужчина мужчине, как это
удается?!

",-1
советские,"В глубокую яму провалился козленок. Потом в эту яму провалился
Рабинович. Потом в нее провалился волк и защелкал зубами.
- Бэээ, мэээ,- жалобно заблеял козленок.
- Что ""бэ"", что ""мэ""? - сказал Рабинович.- Товарищ волк знает,
кого кушать.

",-1
про судей,"Медвежатник в суде.
Судья (женщина):
- Обвиняемый, объясните суду, почему вы, взломав сейф, взяли из него только деньги, а не украшения?
- Ну, до чего-же вы, женщины, все одинаковые, вот и моя жена меня об этом перво-наперво спросила...
",3
про судей,"На лондонском стадионе туман. Судья наталкивается на игрока:  - Извините, здесь с мячом никто не пробегал?
",1
про судей,"Муж с женой разводятся. Судья спрашивает, в чем причина развода?
Жена:
- Замучил он меня. Больной какой-то..  Мало  ему  ночи!  Стал  и  днем
приставать.
А вы что скажите?
- Да я и сейчас хочу.
- Вы к доктору ходили?
- Ага. Он сказал, что у меня - склероз.

",0
про судей,"- Итак, подсудимый, вас уже в пятидесятый раз ловят на карманной краже, - говорит судья пойманному вору. - Что же мне с вами делать? - А не устроить ли нам по этому поводу юбилейчик?
",1
про судей,"Судья:
- Вы совершили восемь ограблений за одну неделю. Разве возможно?
Подсудимый:
- Работал день и ночь, ваша честь. Если бы все трудились
так, как я, наша страна давно уже вышла бы на путь
процветания.

",3
советские,"Высокопоставленный иностранец удрал от своих советских
сопровождающих, сел на поезд и слез в глубине России. Там его
заинтересовало широко раскинувшееся учреждение за высоким забором
и с вышками по углам. Из обрывков разговора он понял, что ""лагерь"". Он явился в райком с просьбой показать ему этот лагерь.
Срочно снеслись с Центром и получили указание показать гостю этот
лагерь под видом пионерского. К приходу иностранца на заключенных
надели пионерские галстуки.
- Сколько лет? - спросил иностранец у одного из них.
- Пятнадцать! - ответил ЗЭК.
- Я бы вам дал лет сорок.
- Ты что? Таких и сроков-то не бывает!

",10
про судей,"Судят мужика за браконьерство.
Судья:
- И как вы могли, охотясь на обычного кулика, подстрелить очень редкого желтопяточного кулика?
Подсудимый, стоя к залу спиной, наклоняется к судье и приглушенным голосом:
- Я отвечу, только скажите - моя жена сейчас на меня смотрит?
Судья:
- В зале много женщин - откуда я знаю, которая ваша?! !
Подсудимый:
- Вот и я не знал, кто из этих бл&дских куликов желтопяточный...
",1
про судей,"Судья футболисту:- За что вы избили гражданина Сидорова?- Ну попался под горячую ногу!
",0
про судей,"Звери решили устроить соревнование, кто перепрыгнет через барьер. Ну, прыгает жираф - не получается, прыгает антилопа - не получается, и т. д... Тут приходит такой маленький, обшарпанный ослик и начинает разбегаться.
Ну, все над ним смеются, и вдруг лев, судья состязания, замечает, что по другую сторону барьера стоит ослиха. Лев кричит:
- Нет, осел, прыгать с шестом - против правил!
",2
про судей,"Судья закоренелому рецидивисту:
- Когда же вы, наконец, исправитесь, гражданин Пупков?
- Исправлюсь! Дайте только срок!
",-1
про судей,"Судья:
- Подсудимый, ваши три последних желания.
- Любые?
- Да!
Подсудимый:
- Пулемет, патроны, и держитесь, гады!

",3
советские,"Армянское радио спрашивает:
- Кто построил Беломоро-Балтийский канал?
- Правый берег - те, кто задавал вопрос; левый - те, кто отвечал на
них.

",0
про судей,"В суде разбирается дело о корове, которую задавил поезд. Судья спрашивает у машиниста:
- Вы знаете как корова попала на рельсы?
- Нет, не знаю.
- Тут что-то не так, - говорит судья.
Машинист выходит из себя и говорит раздраженно:
- Ну, конечно, тут что-то не так, как корова могла попасть на рельсы? Это паровоз гонялся за ней по полям и лесам пока не догнал и не прикончил.
",2
про судей,"Репортеры футболисту: - Расскажите, за что, все-таки, вас удалили с поля? - Ну... судья сказал, что бить нужно только по свистку... Ну я и ударил...
",0
про судей,"Идет бракоразводный процесс.
-Почему Вы не хотите с ней жить?- спрашивает судья
-Она меня не удовлетворяет!
Судья:"" Надо же!!! Весь город она удовлетворяет, а его, видите ли, нет!""
",1
про судей,"Перед судом выступает симпатичная молодая девушка в качестве свидетеля по делу о злоупотреблениях администрации предприятия, где она работает секретарем директора.
- Свидетельница, - обращается к ней судья, - вы знаете, что вас ожидает за ложные показания?
- Да, директор что-то говорил о двух тысячах и мутоновой шубе.
",-2
про судей,"Судья:
- Эту кражу вы совершили сами?
Обвиняемый:
- Да, ваша честь. Мы переживаем сейчас плохие времена -
никому нельзя доверять.

",3
советские,"В купе поезда решили знакомится с помощью шарад.
- Первый слог моей фамилии,- говорит один, это то, что нам
обещали, а второй - это то, что мы получили.
Поднимается другой.
- Гражданин Райхер, пройдемте!

",13
про судей,"Медвежатник в суде...
Судья:
- Обвиняемый, объясните суду, почему вы, взломав сейф, взяли из него только деньги и оставили украшения?
- Господин судья, вы сейчас говорите прям как моя жена...
",-2
про судей,"Судят фаната ЦСКА за убийство Деда Мороза.Судья:- За что вы его убили?- А чё он красно-белый?
",0
про судей,"Закрытое судебное заседание. Слушается дело об изнасиловании.
Потерпевшая - здоровая деваха лет двадцатипяти. Hасильник - маленький девятилетний мальчик, мама которого отказалась от адвоката:
- Я сама сумею защитить свое дите!..
ПОТЕРПЕВШАЯ:
- Я работаю нянькой. Вывела своего малыша гулять. Сижу на скамейке, детектив читаю. А обвиняемый рядом самолетики запускал. Hу, я зачиталась, зачиталась, смотрю - а он уже туда ""залетел"".
- Так оттолкнуть надо было, - замечает судья.
- Ага, ""оттолкнуть""! Он же маленький, жалко.
МАМА-АДВОКАТ (расстегивает сынишке ширинку, достает его маленький писюнчик,кладет на свою ладонь и, слегка им потряхивая, орет):
- Граждане судьи! Hеужели такой маленькой писькой можно изнасиловать такую здоровую девку?!! Граждане судьи! Hеужели такой маленькой писькой можно вообще совершить половой акт ?!! Граждане
судьи! Hеужели такую маленькую письку вообще можно считать половым...
МАЛЬЧИК (маме на ухо):
- Ма, не тряси, а то процесс проиграем...
",0
про судей,"Судья:
-Гражданин Сидоров, во время следствия вы признали свою вину, а затем от этого признания отказались. Почему вы это сделали?
- Гражданин судья, мой адвокат убедил меня в том, что я не виновен.
",0
про судей,"- Гражданка Петрова, - говорит судья, - почему вы ударили
мужа утюгом по голове?
- Я ему сто раз говорила, что у меня покладистый характер,
а он не верил...

",-2
советские,"- Где живет Иван Иванович?
- Если вы имеете в виду того Ивана Ивановича, который жил
напротив тюрьмы и к которому приезжали родственники из-за границы,
так он теперь живет напротив своего дома.

",3
про судей,"Суд.
- Господин судья, почему вы оправдали обвиняемого? Ведь он продал мне фальшивые акции?
Судья:
- Глядя на них, даже ребенку понятно, что они фальшивые.
- А я вот не сообразил.
- Знаете, если из двоих один дурак, это не значит, что второй должен сидеть в тюрьме.
",1
про судей,"- Для вас, футбольные фанаты! Поступило в продажу новое мыло ""Судья""! Мы используем только натуральные компоненты!
",0
про судей,"В суде три мужика подают на развод. Первый объясняет:
- Понимаете, я сексуально неудовлетворен. Когда мы с моей женой
занимаемся любовью, она так активно двигается, качается, что меня
укачивает и никакого оргазма.
Судья: М-да, такое дело, разведем.
Второй выходит: Видите ли, я тоже неудовлетворен. Когда мы занимаемся
сексом, моя супруга так потеет, что я с нее соскальзываю и никак
кончить не могу.
Судья: Гм, это, конечно, уважительная причина, разведем.
Обращаются к третьему: Ну а вы, молодой человек, тоже неудовлетворены?
- Отнюдь, очень даже.
- А чего тогда разводитесь?
- Как сказать, у моей жены, понимаете, интимное место рыжее.
- Не понимаю, вам-то что?
- Да мне ничего, друзья смеются.
",0
про судей,"- А мой дед зарание знал, в какой день умрет. И даже час приблизительно.
- Экстрасенс, что ли, был?
- Какой к черту экстрасенс! Судья ему сказал!

",0
про судей,"Фриц Дитрих! Вы обвиняетесь в том, что во время атаки
русских побежали на Запад...
- Господи боже, герб судья! Так ведь я догонял
оберлейтенанта фон  Граббе, чтобы ему сказать: солдаты
разбегаются...

",1
советские,"На политзанятиях Рабинович задает вопрос:
- Вот вы говорите, что все так хорошо, а куда девалось масло?
- Я подумаю и отвечу в следующий раз,- говорит руководитель.
В следующий раз поднимает руку другой.
- Вы, вероятно, хотите спросить, куда девалось масло? -
обращается к нему руководитель.
- Нет, я хочу спросить, куда девался Рабинович?

",1
про судей,"Судья:
- Свидетель, что вы делали 16 декабря 1989 года в 11 часов 42 минуты?
- Ну, я сидел дома. . . в кресле. . . с календарем в руках. . смотрел на часы. . .
",7
про судей,"Молодой неопытный футбольный судья приходит к опытному судье:
- Проблема помоги.
- А что случилось?
- Да завтра Спартак - ЦСКА: Спартак дал 70 тыс. а ЦСКА 100 тыс. - незнаю как судить...
- Отдай ЦСКА 30 тысяч и суди честно...

",0
про судей,"Развод в суде. Судья спрашивает жену - почему разводится.
(Ж): - Да замучал он меня!!! Утром ему давай, днем на обед придет - опять
ложись, вечером раза три, да еще и ночью будит! Все время хочет, а я не могу
больше!
Судья спрашивает мужа - что он может сказать на это.
(М): - А что я могу сказать... Я и сейчас хочу...
",0
про судей,"Утpом отец говоpит сыновьям - какой-то пидаp укpал у нас ночью
коpову. Младший говоpит - pаз пидаp, значит маленького pоста.
Сpедний - pаз маленького pоста, значит из Малиновки. Стаpший -
pаз из Малиновки, значит Васька-Косой. Пошли в Малиновку,
надавали Косому по жопе - не отдает коpову. Hе кpал, - говоpит.
Повели бpатья Ваську-Косого к миpовому судье - так, мол, и так,
укpал коpову, а не отдает. По жопе надавали - не отдает, по моpде
надавали - не отдает, даже по шаpам дали - все одно не отдает.
Судья их спpашивает - а почему вы pешили, что это Васька-Косой?
- Как почему? - отвечают бpатья, - укpали коpову, значит пидаp
укpал, pаз пидаp , то маленького pоста, если маленького pоста,
то из Малиновки, там все коpоткие, pаз из Малиновки, то, ясное
дело, что Васька-Косой.
- Интеpесная логика, - говоpит судья, - ну, да ладно. Что у меня
вот в этой коpобке?
- Квадpатная коpобка, - сказал отец.
- Значит, в ней кpуглое, - сказал младший.
- Кpуглое, значит оpанжевое, - сказал сpедний.
- Оpанжевое - ясен коpень, что апельсин, - сказал стаpший.
Судья достал из коpобки апельсин и сказал, задумчиво глядя на Ваську:
- Косой, блин, веpни бpатьям коpову!

",3
про судей,"- Вы приговариваетесь к штрафу в пятьсот рублей. Надеюсь,
это отучит вас обкрадывать телефоны - автоматы.
- Понятно, гражданин судья. Скажите, а можно уплатить штраф
двухкопеечными монетами?

",3
советские,"В венском ""ХИАСе"" у перемещенного советского еврея
спрашивают, в каком американском городе у него родственники.
- Постойте, дайте вспомнитьЄ Кагебего! Нет, не тоЄ Энкаведего!
Нет, не тоЄ Гепеуго! Нет, не тоЄ А, вспомнил - Чекаго!

",-3
про судей,"Перед судом стоит бродяга с бородой.
- Если вы совершили все, в чем вас обвиняют, - говорит судья, - то совесть у вас должна быть такой же черной, как ваша борода.
- Если судить о совести по бороде, - возразил бродяга, - то у вас ее нет совсем.
",4
про судей,"Осужденный на суде:  - Гражданин Судья, а в тюрьме Интернет есть? Судья: - Нет. - А как же я без ""Одноклассников""?..
",0
про судей,"Судят грузина за убийство соседа. Судья говорит: ну рассказывайте,
подсудимый, как это произошло.
Грузин говорит: Прихажю я, значыт, домой. Смотрю, дверь открыта. Вижу,
мой сасед маю жену обнимает. Я хватаюсь за кинжал, но потом вспоминаю:
я ведь тоже его жену обнимал! Смотрю дальше: мой сосед маю жену раздевает!
Я хватаюсь за кинжал, но потом вспаминаю: я ведь тоже его жену раздевал!
Смотрю дальше. Мой сосед мою жену валит на кровать!! Я хватаюсь за кинжал,
но потом вспоминаю: я ведь тоже его жену валил на кровать...
Судья(устало): короче,подсудимый, за что вы убили своего соседа?
Грузин(возмущенно): я свой х.й об его занавэску не вытирал!!!
",0
про судей,"В суде.
Подсудимый:
- Ваша честь, я прошу заменить мне адвоката. Тот, которого мне
назначили, совершенно не интересуется моим делом!
Судья адвокату:
- Что вы на это скажете?
Адвокат:
- Простите, ваша честь, что вы сказали? Я прослушал ...
",2
про судей,"- Подсудимый, вы признаете, что пять раз подряд обокрали
промтоварный магазин номер двенадцать?
- Признаю.
- Почему вы постоянно забираетесь именно в этот магазин?
- Дело в том, гражданин судья, что у меня слабое сердце, а
этот магазин находится поблизости от автобусной остановки.

",-2
советские,"Служащий пришел на работу на пять минут раньше. Его посадили
за шпионаж. Другой служащий пришел на пять минут позже. Его
посадили за саботаж. Третий пришел минута в минуту. Его посадили за
антисоветскую агитацию - он носил швейцарские часы.

",6
про судей,"Судья:
- Подсудимый, вы обвиняетесь в зверском изнасиловании сотрудника ГИБДД.
Подсудимый:
- Это невозможно - я импотент, вот справка. . .
Потерпевший:
- А вы его про жезл, про жезл спросите! ! !
",0
про судей,"Разводится новый русский, но требует отдать ему ребенка. Судья спрашивает:- Почему вы считаете, что ребенок должен быть у вас?- Если я хочу пить, я подхожу к автомату ""Кока-кола"", там есть щелочка, вставляю  в щелочку монетку, от туда вываливается баночка. Чья эта баночка? Эта баночка моя!
",0
про судей,"Реальная история из зала суда.
Судья к женщине: В своем заявлении вы не указываете причину,
по которой просите развода с мужем.
Я не могу развести вас без причины.
Женщина: Я не желаю говорить об этом.
- Может он вам изменяет?
- Нет.
- Не приносит зарплату?
- Приносит всЁ до копейки.
- Он избивает вас?
- Не было такого.
- Я настаиваю на указании причины развода.
- Ну не хотела я говорить.Ну не удовлетворяет он меня.
Здесь вскакивает с места муж и плачущим голосом кричит:
- Граждане судьи. Она стерва меня не кормит. Дайте мне
тарелочку супа, я вас всех уделаю.
",1
про судей,"Судья обращается к подсудимому:
- Почему вы три раза подряд ограбили один и тот же магазин?
- Дело в  том, господин  судья, что  в  первый  раз я взял
там, платье для жены, но вы же знаете, господин судья,
женские капризы, потом два раза приходил его менять.

",6
